ID,LowVar_Col,MedVar_Col,HighVar_Col,Corr_Col1,Corr_Col2,Corr_Col3,Imp_Feat1,Imp_Feat2_Weak,Imp_Feat3_VeryWeak,Cat_Feat,Target_Reg,Target_Class
52,1,0.5195690520653943,23.24793120257772,0.5252525252525253,0.54178377205024,0.5332584524634814,0.2582199351570934,0.08261787051270923,0.0068812256133825005,B,54.31917000539165,0.0
53,1,0.028598317333499157,80.24854005646078,0.5353535353535354,0.5469384172006581,0.5112093673115129,0.9104291307038275,0.07817693880478623,0.0042813238402313126,C,167.51993787994638,1.0
54,1,0.3454576331976472,43.28209308822537,0.5454545454545455,0.5492680747834546,0.49485913209351373,0.9633615927667947,0.08396818412107511,0.0010037023769764108,B,93.17872850454157,0.0
55,1,0.11276731886384195,6.882816974288741,0.5555555555555556,0.5800593973776916,0.518642293898119,0.6284172656094689,0.03893124043754618,0.008550107363207606,C,14.900546209740511,0.0
56,1,0.11136898697264808,52.285412891764494,0.5656565656565657,0.5822750793709685,0.5267769022039541,0.9094814749905018,0.07423687238982819,0.008377846111877097,B,100.60167180441282,1.0
57,1,0.51570683366929,15.060907297669491,0.5757575757575758,0.5834728164305774,0.5111164948416297,0.8877448226230418,0.09376398138552598,0.0023843583699505668,C,42.91790226348198,0.0
58,1,0.18336757572771334,6.44462548251552,0.5858585858585859,0.6327431350763337,0.46956051021379397,0.8955382738673348,0.009582832591914225,0.0012862322882889587,A,18.57883964738128,0.0
59,1,0.7270618543932026,31.740206017497062,0.595959595959596,0.6286955139847444,0.4692152838512423,0.7175909978244404,0.06107557446211506,0.007609925568787625,C,63.587270370769204,0.0
60,1,0.46834220997563925,56.600845304398284,0.6060606060606061,0.6376188383504118,0.39753117356113654,0.40313233501127566,0.046375676901562336,0.007481507223620187,B,121.19721092693862,1.0
61,1,0.11502520526209925,96.70302067273404,0.6161616161616162,0.6521602536304956,0.40460038060840176,0.9500754157234431,0.01287606115248592,0.004773083311301544,A,197.4279372942102,1.0
62,1,0.5007856332255982,43.73408945508687,0.6262626262626263,0.661297378053923,0.41331527820691893,0.98393358933435,0.05932764194043486,0.0026304329462643974,B,91.93087533299746,0.0
63,1,0.09822667060358947,93.13775576568628,0.6363636363636365,0.6676207465189774,0.3649633671929039,0.5070565818688006,0.030494308130766003,0.008806420202468565,A,189.47685828310262,1.0
64,1,0.08982520853867082,22.233351391521072,0.6464646464646465,0.6870828193423462,0.45182402160896284,0.1036619166866578,0.07581108249319785,0.009781150635153012,A,49.0192724235131,0.0
65,1,0.5967591841043866,9.102964458719532,0.6565656565656566,0.6774455419174701,0.3815329472230434,0.27785311143897984,0.050186746786433915,0.005602081500370514,A,27.286927323293014,0.0
66,1,0.5694134368452273,49.55996295766988,0.6666666666666667,0.7044712509660682,0.4242773447659757,0.9588294819117701,0.048578583080936134,0.0067653610444154974,B,97.90052998451903,1.0
67,1,0.9007670596921219,87.2360954234438,0.6767676767676768,0.7226830780632636,0.37423560126047717,0.29984592762964557,0.022300925842798736,0.009069776622737056,B,171.71845811160833,1.0
68,1,0.5192757527603292,45.619360195052025,0.686868686868687,0.7365632037783929,0.38872306927536765,0.11760875077722754,0.09464785295362413,0.009201183281923686,B,94.26082693194192,1.0
69,1,0.30387209357783973,63.39175719942665,0.696969696969697,0.7023523565031772,0.3888724661557574,0.6236409422583794,0.07403161816588695,0.007698408237087765,B,124.75736266017162,1.0
70,1,0.11336354849327179,12.180750969792765,0.7070707070707072,0.7241783696219479,0.3670196604360638,0.2300145917011237,0.06139868455141813,0.009171541705586704,A,32.05582255550786,0.0
71,1,0.19307833593152357,41.45902565457868,0.7171717171717172,0.7238828119142343,0.294343011732608,0.6507903357158588,0.0612321512969257,0.008570752787583331,B,92.60182777050484,0.0
72,1,0.5529987256780097,96.48876871968369,0.7272727272727273,0.7571939946560146,0.3493741913985878,0.7553404928841024,0.034819751647204224,0.0017498122004986738,B,194.07487567871001,1.0
73,1,0.8966167775227674,0.2843780186908562,0.7373737373737375,0.7443359955944004,0.3407128218371538,0.053020590942244206,0.007136297372840306,0.0005084160511731983,B,11.399284191763996,0.0
74,1,0.9123889444271959,82.06638062814622,0.7474747474747475,0.7662403828527728,0.284095838085868,0.8638311608602289,0.01620025094257521,0.0028595843775888474,A,171.33091537908825,1.0
75,1,0.28290930788888646,52.05037405177164,0.7575757575757577,0.760064581054716,0.2520795221570667,0.11328650139488872,0.07163321198956389,0.007022894073672791,B,101.30693460479816,1.0
76,1,0.055083093455695176,62.00324683061862,0.7676767676767677,0.8123630565411182,0.26876021454796956,0.11679691131664971,0.05613707799717067,0.005879194365568159,C,132.68730190595875,1.0
77,1,0.00018658686390449208,9.665753819803225,0.7777777777777778,0.8132204976422481,0.25822238118452007,0.44368570577728117,0.045706701292435904,0.0008683733239723812,A,20.083050740868753,0.0
78,1,0.020152460859757304,28.699299655864962,0.787878787878788,0.8082476346989753,0.30391829469491316,0.6185830323524449,0.03237895915155519,0.007930057562108824,A,57.57474311762516,0.0
79,1,0.17905651754015883,58.830762227330894,0.797979797979798,0.8065325148644583,0.2340712299653565,0.27337878789035286,0.07983107959790553,0.00297958452665816,C,123.4024624388687,1.0
80,1,0.7280207528997207,33.95803813714037,0.8080808080808082,0.8297050503672236,0.28379376154081853,0.4250591268533628,0.0017193513416036144,0.005631405614230586,C,71.075212121374,0.0
81,1,0.38647773699337584,85.97312908455277,0.8181818181818182,0.8211827075610842,0.2810405737306022,0.9550622961807926,0.0015905583339111296,0.003165307993338278,A,175.59467544861658,1.0
82,1,0.7899604807533909,71.38268864149883,0.8282828282828284,0.8341706171690618,0.18673805738776625,0.8762003801762301,0.08491196284389202,0.0095911849832291,B,148.7466013939063,1.0
83,1,0.8554577190849534,4.958815858654297,0.8383838383838385,0.8813150911892722,0.1672127296994675,0.3840995781701497,0.08897474835800422,0.005853322977747727,A,11.433970133860305,0.0
84,1,0.30826131694545134,51.469571217419976,0.8484848484848485,0.8831865351022651,0.15418057293988102,0.35702471879044395,0.004882073353290318,0.008218480134395256,A,109.05127584623804,1.0
85,1,0.1713907958371711,61.02693001984206,0.8585858585858587,0.8842174437077992,0.22831308782973753,0.40797026782812607,0.06347371871611221,0.005826244648574165,A,126.38388583134669,1.0
86,1,0.018205886035597363,29.864713767243135,0.8686868686868687,0.8714337439988576,0.18127226306136307,0.8236133372452945,0.0546876994554701,0.003305001795998095,A,53.33878334879701,0.0
87,1,0.7501890433252028,55.57113624947678,0.8787878787878789,0.8871193181665468,0.21215651692117377,0.6391366856002648,0.08325564252099696,9.625501576652762e-05,C,106.13374730493254,1.0
88,1,0.30576835422854787,91.18395176011825,0.888888888888889,0.9320652213363405,0.1483786915937961,0.21690459823318975,0.06569157111149687,0.009302926282466905,B,195.89125011419094,1.0
89,1,0.713445555450539,67.45118879488095,0.8989898989898991,0.9345212692267586,0.18183071214463992,0.19385015502243474,0.016852522108960544,0.004854307787941233,C,142.34445208813875,1.0
90,1,0.4682329415876655,7.768705826140221,0.9090909090909092,0.9209356948246711,0.1552279561428817,0.15979767591739236,0.06803129340395524,0.008725894061599446,C,6.2911224579163605,0.0
91,1,0.7715140120433566,28.27092166174111,0.9191919191919192,0.95944629866062,0.10286291479352552,0.49847750941096514,0.04366790838193765,0.0052570601700547915,B,59.02454449954063,0.0
92,1,0.04226138099016763,50.55440861301308,0.9292929292929294,0.939377821843895,0.07520286550557329,0.7800292424476929,0.049909829963855006,0.004187356366663719,A,100.05750953489803,1.0
93,1,0.04342879636431518,39.89212847535717,0.9393939393939394,0.9875016627799694,0.1306511103145064,0.23807334434236338,0.04588037122444433,0.009411901047713528,B,88.82592447386135,0.0
94,1,0.39165695325841665,29.19222215960019,0.9494949494949496,0.9810330885565085,0.14355834701000428,0.07830403802545516,0.09293280378117962,0.004396440534901318,B,68.38369381382455,0.0
95,1,0.33111480223641965,9.089840687623518,0.9595959595959597,1.0058509864363534,0.10704085401732304,0.4450654128808045,0.0682425607372332,0.005550099284598212,C,20.419174760320825,0.0
96,1,0.16836901617654432,61.456927318681,0.9696969696969697,0.9756076461209713,0.12046485780803733,0.8709351265596736,0.007458655178100227,0.0013301310794879195,A,126.70293773434352,1.0
97,1,0.14363794198908741,18.750421527304074,0.9797979797979799,0.9864709072685912,0.1138495468875368,0.9089098057686459,0.09627138263704879,0.008209536465190135,A,48.21845332838813,0.0
98,1,0.5737914298768956,19.530372789439955,0.98989898989899,1.0297517643753997,0.07915608230690394,0.6782666610768343,0.0966771099870336,0.008969428458113675,A,42.57408775504196,0.0
99,1,0.5228429129525731,15.467692527773236,1.0,1.0376056078838471,0.08992042255879516,0.45090424734055234,0.0993649916828816,0.0014743659057312808,C,32.306526297190906,0.0
